SampleID	Tissue	curated_anno	EXTENDscores
KIRC_GSE121636@GSM3440848|4|1|2	kidney	NK	0.324105431
KIRC_GSE121636@GSM3440848|4|1|3	kidney	CD8T	0.349795552
KIRC_GSE121636@GSM3440848|4|1|4	kidney	CD8T	0.468468689
KIRC_GSE121636@GSM3440848|4|1|5	kidney	CD4Tconv	0.171326127
KIRC_GSE121636@GSM3440848|5|0	kidney	B	0.500580174
KIRC_GSE121636@GSM3440848|5|0|13	kidney	B	0.312988835
KIRC_GSE121636@GSM3440848|5|0|14	kidney	B	0.339001029
KIRC_GSE121636@GSM3440848|5|0|3	kidney	B	0.489417594
KIRC_GSE121636@GSM3440848|5|0|4	kidney	B	0.372820213
KIRC_GSE121636@GSM3440848|5|0|7	kidney	B	0.713454962
KIRC_GSE121636@GSM3440848|5|0|8	kidney	B	0.357796938
KIRC_GSE121636@GSM3440848|5|0|9	kidney	B	0.715286807
KIRC_GSE121636@GSM3440848|5|1	kidney	B	0.197014021
KIRC_GSE121636@GSM3440848|5|1|10	kidney	B	0.496893145
KIRC_GSE121636@GSM3440848|5|1|2	kidney	B	0.172869606
KIRC_GSE121636@GSM3440848|5|1|3	kidney	B	0.711845299
KIRC_GSE121636@GSM3440848|5|1|5	kidney	B	0.522757928
KIRC_GSE121636@GSM3440848|5|1|6	kidney	B	0.407089157
KIRC_GSE121636@GSM3440848|5|1|7	kidney	B	0.361806264
KIRC_GSE121636@GSM3440848|5|1|8	kidney	B	0.345026689
KIRC_GSE121636@GSM3440848|5|1|9	kidney	B	0.378852091
KIRC_GSE121636@GSM3440849|0|0|1	kidney	CD4Tconv	0.459742171
KIRC_GSE121636@GSM3440849|0|0|10	kidney	CD4Tconv	0.170774885
KIRC_GSE121636@GSM3440849|0|0|11	kidney	CD4Tconv	0.478943523
KIRC_GSE121636@GSM3440849|0|0|12	kidney	CD4Tconv	0.600541932
KIRC_GSE121636@GSM3440849|0|0|13	kidney	CD4Tconv	0.445919343
KIRC_GSE121636@GSM3440849|0|0|14	kidney	CD4Tconv	0.305491711
KIRC_GSE121636@GSM3440849|0|0|15	kidney	CD4Tconv	0.452315753
KIRC_GSE121636@GSM3440849|0|0|16	kidney	CD4Tconv	0.277847364
KIRC_GSE121636@GSM3440849|0|0|2	kidney	CD4Tconv	0.340849613
KIRC_GSE121636@GSM3440849|0|0|3	kidney	CD4Tconv	0.603194113
KIRC_GSE121636@GSM3440849|0|0|4	kidney	CD4Tconv	0.594596497
KIRC_GSE121636@GSM3440849|0|0|5	kidney	CD4Tconv	0.333314022
KIRC_GSE121636@GSM3440849|0|0|6	kidney	CD4Tconv	0.476363283
KIRC_GSE121636@GSM3440849|0|0|7	kidney	CD4Tconv	0.706453879
KIRC_GSE121636@GSM3440849|0|0|8	kidney	CD4Tconv	0.426756994
KIRC_GSE121636@GSM3440849|0|0|9	kidney	CD4Tconv	0.32247773
KIRC_GSE121636@GSM3440849|0|1	kidney	CD4Tconv	0.620196564
KIRC_GSE121636@GSM3440849|0|1|2	kidney	CD4Tconv	0.317516088
KIRC_GSE121636@GSM3440849|0|1|3	kidney	CD4Tconv	0.677856749
KIRC_GSE121636@GSM3440849|0|1|4	kidney	CD4Tconv	0.430969006
KIRC_GSE121636@GSM3440849|0|1|5	kidney	CD4Tconv	0.464382281
KIRC_GSE121636@GSM3440849|0|1|6	kidney	CD4Tconv	0.474293586
KIRC_GSE121636@GSM3440849|0|1|7	kidney	CD4Tconv	0.353372719
KIRC_GSE121636@GSM3440849|1|0	kidney	CD8T	0.315926775
KIRC_GSE121636@GSM3440849|1|0|10	kidney	CD8T	0.32938285
KIRC_GSE121636@GSM3440849|1|0|2	kidney	CD8T	0.633078207
KIRC_GSE121636@GSM3440849|1|0|3	kidney	CD8T	0.493611028
KIRC_GSE121636@GSM3440849|1|0|4	kidney	NK	0.460411491
KIRC_GSE121636@GSM3440849|1|0|5	kidney	CD8T	0.474802757
KIRC_GSE121636@GSM3440849|1|0|6	kidney	NK	0.46675385
KIRC_GSE121636@GSM3440849|1|0|7	kidney	CD8T	0.158427056
KIRC_GSE121636@GSM3440849|1|0|8	kidney	CD8T	0.486333245
KIRC_GSE121636@GSM3440849|1|0|9	kidney	CD8T	0.478299079
KIRC_GSE121636@GSM3440849|1|1|1	kidney	NK	0.340081023
KIRC_GSE121636@GSM3440849|1|1|2	kidney	NK	0.349911795
KIRC_GSE121636@GSM3440849|1|1|3	kidney	NK	0.451310005
KIRC_GSE121636@GSM3440849|1|1|4	kidney	NK	0.451117146
KIRC_GSE121636@GSM3440849|1|1|5	kidney	NK	0.311013654
KIRC_GSE121636@GSM3440849|1|1|6	kidney	NK	0.321897854
KIRC_GSE121636@GSM3440849|1|1|7	kidney	NK	0.320684967
KIRC_GSE121636@GSM3440849|1|1|8	kidney	NK	0.327297495
KIRC_GSE121636@GSM3440849|1|1|9	kidney	NK	0.308329611
KIRC_GSE121636@GSM3440849|10|0	kidney	Mono/Macro	0.378341021
KIRC_GSE121636@GSM3440849|10|0|2	kidney	Mono/Macro	0.386328509
KIRC_GSE121636@GSM3440849|10|1|1	kidney	Mono/Macro	0.24431847
KIRC_GSE121636@GSM3440849|20|0	kidney	Mono/Macro	0.391522608
KIRC_GSE121636@GSM3440849|3|0	kidney	Mono/Macro	0.286137731
KIRC_GSE121636@GSM3440849|3|0|10	kidney	Mono/Macro	0.110689467
KIRC_GSE121636@GSM3440849|3|0|11	kidney	Mono/Macro	0.129321459
KIRC_GSE121636@GSM3440849|3|0|12	kidney	Mono/Macro	0.301264268
KIRC_GSE121636@GSM3440849|3|0|13	kidney	Mono/Macro	0.271306314
KIRC_GSE121636@GSM3440849|3|0|2	kidney	Mono/Macro	0.443025097
KIRC_GSE121636@GSM3440849|3|0|3	kidney	Mono/Macro	0.407643012
KIRC_GSE121636@GSM3440849|3|0|4	kidney	Mono/Macro	0.310098039
KIRC_GSE121636@GSM3440849|3|0|5	kidney	Mono/Macro	0.257731933
KIRC_GSE121636@GSM3440849|3|0|6	kidney	Mono/Macro	0.256498777
KIRC_GSE121636@GSM3440849|3|0|8	kidney	Mono/Macro	0.300216523
KIRC_GSE121636@GSM3440849|3|0|9	kidney	Mono/Macro	0.398511731
KIRC_GSE121636@GSM3440849|4|0	kidney	CD8T	0.338859766
KIRC_GSE121636@GSM3440849|4|0|10	kidney	CD8T	0.481746418
KIRC_GSE121636@GSM3440849|4|0|11	kidney	CD8T	0.468075141
KIRC_GSE121636@GSM3440849|4|0|12	kidney	NK	0.323024059
KIRC_GSE121636@GSM3440849|4|0|2	kidney	CD8T	0.154678608
KIRC_GSE121636@GSM3440849|4|0|3	kidney	CD8T	0.352330349
KIRC_GSE121636@GSM3440849|4|0|4	kidney	CD8T	0.316798707
KIRC_GSE121636@GSM3440849|4|0|5	kidney	CD8T	0.341749183
KIRC_GSE121636@GSM3440849|4|0|6	kidney	CD8T	0.483515
KIRC_GSE121636@GSM3440849|4|0|7	kidney	CD8T	0.664485977
KIRC_GSE121636@GSM3440849|4|0|8	kidney	CD8T	0.479716492
KIRC_GSE121636@GSM3440849|4|0|9	kidney	CD8T	0.59461285
KIRC_GSE121636@GSM3440849|4|1	kidney	CD8T	0.142992269
KIRC_GSE121636@GSM3440849|8|0|1	kidney	NK	0.434706858
KIRC_GSE139555@RB1|0|0|1	kidney	B	0.551888554
KIRC_GSE139555@RB1|0|0|10	kidney	B	0.360037141
KIRC_GSE139555@RB1|0|0|11	kidney	B	0.22237117
KIRC_GSE139555@RB1|0|0|12	kidney	B	0.415015434
KIRC_GSE139555@RB1|0|0|13	kidney	B	0.370577927
KIRC_GSE139555@RB1|0|0|2	kidney	B	0.357779505
KIRC_GSE139555@RB1|0|0|3	kidney	B	0.394513899
KIRC_GSE139555@RB1|0|0|4	kidney	B	0.539308556
KIRC_GSE139555@RB1|0|0|5	kidney	B	0.21300005
KIRC_GSE139555@RB1|0|0|6	kidney	B	0.410629603
KIRC_GSE139555@RB1|0|0|7	kidney	B	0.221930176
KIRC_GSE139555@RB1|0|0|8	kidney	B	0.197455015
KIRC_GSE139555@RB1|0|0|9	kidney	B	0.320505693
KIRC_GSE139555@RB1|1|0|1	kidney	Mono/Macro	0.150930159
KIRC_GSE139555@RB1|1|0|10	kidney	Mono/Macro	0.319711309
KIRC_GSE139555@RB1|1|0|11	kidney	Mono/Macro	0.506211752
KIRC_GSE139555@RB1|1|0|12	kidney	Mono/Macro	0.339328318
KIRC_GSE139555@RB1|1|0|13	kidney	Mono/Macro	0.357393409
KIRC_GSE139555@RB1|1|0|14	kidney	Mono/Macro	0.343757912
KIRC_GSE139555@RB1|1|0|15	kidney	Mono/Macro	0.336553835
KIRC_GSE139555@RB1|1|0|16	kidney	Mono/Macro	0.359487441
KIRC_GSE139555@RB1|1|0|17	kidney	Mono/Macro	0.326635697
KIRC_GSE139555@RB1|1|0|18	kidney	Mono/Macro	0.338643414
KIRC_GSE139555@RB1|1|0|19	kidney	Mono/Macro	0.492029623
KIRC_GSE139555@RB1|1|0|2	kidney	Mono/Macro	0.301656353
KIRC_GSE139555@RB1|1|0|20	kidney	Mono/Macro	0.68122525
KIRC_GSE139555@RB1|1|0|21	kidney	Mono/Macro	0.166695691
KIRC_GSE139555@RB1|1|0|22	kidney	Mono/Macro	0.494227834
KIRC_GSE139555@RB1|1|0|23	kidney	Mono/Macro	0.310297652
KIRC_GSE139555@RB1|1|0|3	kidney	Mono/Macro	0.289944142
KIRC_GSE139555@RB1|1|0|4	kidney	Mono/Macro	0.358288834
KIRC_GSE139555@RB1|1|0|5	kidney	Mono/Macro	0.182130477
KIRC_GSE139555@RB1|1|0|6	kidney	Mono/Macro	0.517433296
KIRC_GSE139555@RB1|1|0|7	kidney	Mono/Macro	0.186760913
KIRC_GSE139555@RB1|1|0|8	kidney	Mono/Macro	0.353024238
KIRC_GSE139555@RB1|1|0|9	kidney	Mono/Macro	0.170995382
KIRC_GSE139555@RB1|1|1|1	kidney	Mono/Macro	0.367759374
KIRC_GSE139555@RB1|1|1|10	kidney	Mono/Macro	0.338741222
KIRC_GSE139555@RB1|1|1|11	kidney	Mono/Macro	0.348947191
KIRC_GSE139555@RB1|1|1|12	kidney	Mono/Macro	0.344102784
KIRC_GSE139555@RB1|1|1|13	kidney	Mono/Macro	0.18190998
KIRC_GSE139555@RB1|1|1|14	kidney	Mono/Macro	0.20936185
KIRC_GSE139555@RB1|1|1|15	kidney	Mono/Macro	0.373353412
KIRC_GSE139555@RB1|1|1|2	kidney	Mono/Macro	0.345634362
KIRC_GSE139555@RB1|1|1|3	kidney	Mono/Macro	0.3880907
KIRC_GSE139555@RB1|1|1|4	kidney	Mono/Macro	0.38402479
KIRC_GSE139555@RB1|1|1|5	kidney	Mono/Macro	0.370896311
KIRC_GSE139555@RB1|1|1|6	kidney	Mono/Macro	0.350343953
KIRC_GSE139555@RB1|1|1|7	kidney	Mono/Macro	0.536016151
KIRC_GSE139555@RB1|1|1|8	kidney	Mono/Macro	0.363626744
KIRC_GSE139555@RB1|1|1|9	kidney	Mono/Macro	0.367946243
KIRC_GSE139555@RB1|10|0	kidney	Mono/Macro	0.321762343
KIRC_GSE139555@RB1|10|0|2	kidney	Mono/Macro	0.352275084
KIRC_GSE139555@RB1|10|0|3	kidney	Mono/Macro	0.618417922
KIRC_GSE139555@RB1|10|0|4	kidney	Mono/Macro	0.499069093
KIRC_GSE139555@RB1|10|0|5	kidney	Mono/Macro	0.171546624
KIRC_GSE139555@RB1|10|0|6	kidney	Mono/Macro	0.339926858
KIRC_GSE139555@RB1|10|0|7	kidney	Mono/Macro	0.32843092
KIRC_GSE139555@RB1|13|0|1	kidney	Mono/Macro	0.294202604
KIRC_GSE139555@RB1|13|0|2	kidney	Mono/Macro	0.357819816
KIRC_GSE139555@RB1|13|0|3	kidney	Mono/Macro	0.321452863
KIRC_GSE139555@RB1|13|0|4	kidney	Mono/Macro	0.323340986
KIRC_GSE139555@RB1|13|1	kidney	Mono/Macro	0.367785098
KIRC_GSE139555@RB1|13|1|2	kidney	Mono/Macro	0.343185175
KIRC_GSE139555@RB1|15|0|1	kidney	NK	0.535424681
KIRC_GSE139555@RB1|15|0|2	kidney	NK	0.206826135
KIRC_GSE139555@RB1|15|0|3	kidney	NK	0.353143158
KIRC_GSE139555@RB1|15|0|4	kidney	NK	0.54677245
KIRC_GSE139555@RB1|15|0|5	kidney	NK	0.35485531
KIRC_GSE139555@RB1|15|0|6	kidney	NK	0.51595369
KIRC_GSE139555@RB1|15|0|7	kidney	NK	0.541324202
KIRC_GSE139555@RB1|15|0|8	kidney	NK	0.352293568
KIRC_GSE139555@RB1|16|0	kidney	CD4Tconv	0.684661214
KIRC_GSE139555@RB1|16|0|10	kidney	CD4Tconv	0.522540039
KIRC_GSE139555@RB1|16|0|2	kidney	CD4Tconv	0.213882037
KIRC_GSE139555@RB1|16|0|3	kidney	CD4Tconv	0.375244678
KIRC_GSE139555@RB1|16|0|4	kidney	CD4Tconv	0.207046632
KIRC_GSE139555@RB1|16|0|5	kidney	CD4Tconv	0.355073426
KIRC_GSE139555@RB1|16|0|6	kidney	CD4Tconv	0.378678966
KIRC_GSE139555@RB1|16|0|7	kidney	CD4Tconv	0.547626944
KIRC_GSE139555@RB1|16|0|8	kidney	CD4Tconv	0.219063716
KIRC_GSE139555@RB1|16|0|9	kidney	CD4Tconv	0.400745628
KIRC_GSE139555@RB1|17|0	kidney	DC	0.280465461
KIRC_GSE139555@RB1|17|0|2	kidney	DC	0.13284941
KIRC_GSE139555@RB1|2|0|1	kidney	CD8T	0.406461581
KIRC_GSE139555@RB1|2|0|10	kidney	CD8T	0.217079243
KIRC_GSE139555@RB1|2|0|11	kidney	CD8T	0.37915082
KIRC_GSE139555@RB1|2|0|12	kidney	CD8T	0.384967348
KIRC_GSE139555@RB1|2|0|13	kidney	CD8T	0.378441115
KIRC_GSE139555@RB1|2|0|14	kidney	CD8T	0.209802844
KIRC_GSE139555@RB1|2|0|15	kidney	CD8T	0.714625306
KIRC_GSE139555@RB1|2|0|2	kidney	CD8T	0.227663097
KIRC_GSE139555@RB1|2|0|3	kidney	CD8T	0.380934679
KIRC_GSE139555@RB1|2|0|4	kidney	CD8T	0.378319427
KIRC_GSE139555@RB1|2|0|5	kidney	CD8T	0.227773345
KIRC_GSE139555@RB1|2|0|6	kidney	CD8T	0.566256174
KIRC_GSE139555@RB1|2|0|7	kidney	CD8T	0.373993631
KIRC_GSE139555@RB1|2|0|8	kidney	CD8T	0.212118062
KIRC_GSE139555@RB1|2|0|9	kidney	CD8T	0.213771789
KIRC_GSE139555@RB1|2|1	kidney	CD8T	0.533629686
KIRC_GSE139555@RB1|2|1|2	kidney	CD8T	0.356549958
KIRC_GSE139555@RB1|2|1|3	kidney	CD8T	0.398173752
KIRC_GSE139555@RB1|2|1|4	kidney	CD8T	0.211677068
KIRC_GSE139555@RB1|2|1|5	kidney	CD8T	0.374903951
KIRC_GSE139555@RB1|21|0	kidney	Tprolif	0.998103379
KIRC_GSE139555@RB1|22|0	kidney	DC	0.356364784
KIRC_GSE139555@RB1|3|0|1	kidney	CD4Tconv	0.357246306
KIRC_GSE139555@RB1|6|0	kidney	NK	0.820013807
KIRC_GSE139555@RB1|6|0|2	kidney	NK	0.225678624
KIRC_GSE139555@RB1|6|1|1	kidney	CD8T	0.2238044
KIRC_GSE139555@RB1|7|0|1	kidney	Mono/Macro	0.315915261
KIRC_GSE139555@RB1|7|0|2	kidney	Mono/Macro	0.152914632
KIRC_GSE139555@RB1|7|0|3	kidney	Mono/Macro	0.161403764
KIRC_GSE139555@RB1|9|0	kidney	Mono/Macro	0.155340098
KIRC_GSE139555@RB1|9|0|10	kidney	Mono/Macro	0.299169007
KIRC_GSE139555@RB1|9|0|11	kidney	Mono/Macro	0.308384351
KIRC_GSE139555@RB1|9|0|12	kidney	Mono/Macro	0.15522985
KIRC_GSE139555@RB1|9|0|13	kidney	Mono/Macro	0.448281854
KIRC_GSE139555@RB1|9|0|14	kidney	Mono/Macro	0.444505768
KIRC_GSE139555@RB1|9|0|2	kidney	Mono/Macro	0.157655316
KIRC_GSE139555@RB1|9|0|3	kidney	Mono/Macro	0.347273963
KIRC_GSE139555@RB1|9|0|4	kidney	Mono/Macro	0.356721873
KIRC_GSE139555@RB1|9|0|5	kidney	Mono/Macro	0.366394246
KIRC_GSE139555@RB1|9|0|6	kidney	Mono/Macro	0.713062341
KIRC_GSE139555@RB1|9|0|7	kidney	Mono/Macro	0.52069131
KIRC_GSE139555@RB1|9|0|8	kidney	Mono/Macro	0.466509092
KIRC_GSE139555@RB1|9|0|9	kidney	Mono/Macro	0.336620941
KIRC_GSE139555@RB2|0|0	kidney	B	0.207267129
KIRC_GSE139555@RB2|0|0|10	kidney	B	0.520568622
KIRC_GSE139555@RB2|0|0|11	kidney	B	0.639387167
KIRC_GSE139555@RB2|0|0|12	kidney	B	0.50710909
KIRC_GSE139555@RB2|0|0|13	kidney	B	0.38784195
KIRC_GSE139555@RB2|0|0|14	kidney	B	0.357917931
KIRC_GSE139555@RB2|0|0|15	kidney	B	0.200100978
KIRC_GSE139555@RB2|0|0|2	kidney	B	0.1985575
KIRC_GSE139555@RB2|0|0|3	kidney	B	0.375606517
KIRC_GSE139555@RB2|0|0|4	kidney	B	0.384679448
KIRC_GSE139555@RB2|0|0|5	kidney	B	0.546520929
KIRC_GSE139555@RB2|0|0|6	kidney	B	0.55835499
KIRC_GSE139555@RB2|0|0|7	kidney	B	0.50124289
KIRC_GSE139555@RB2|0|0|8	kidney	B	0.573240215
KIRC_GSE139555@RB2|0|0|9	kidney	B	0.733977609
KIRC_GSE139555@RB2|0|1	kidney	B	0.327282828
KIRC_GSE139555@RB2|0|1|10	kidney	B	0.513932526
KIRC_GSE139555@RB2|0|1|11	kidney	B	0.492577791
KIRC_GSE139555@RB2|0|1|12	kidney	B	0.359480529
KIRC_GSE139555@RB2|0|1|13	kidney	B	0.176838551
KIRC_GSE139555@RB2|0|1|14	kidney	B	0.464581125
KIRC_GSE139555@RB2|0|1|2	kidney	B	0.5768557
KIRC_GSE139555@RB2|0|1|3	kidney	B	0.502959265
KIRC_GSE139555@RB2|0|1|4	kidney	B	0.579836931
KIRC_GSE139555@RB2|0|1|5	kidney	B	0.464238098
KIRC_GSE139555@RB2|0|1|6	kidney	B	0.475678909
KIRC_GSE139555@RB2|0|1|7	kidney	B	0.176066811
KIRC_GSE139555@RB2|0|1|8	kidney	B	0.562692458
KIRC_GSE139555@RB2|0|1|9	kidney	B	0.346524333
KIRC_GSE139555@RB2|1|0|1	kidney	Mono/Macro	0.338983754
KIRC_GSE139555@RB2|1|0|10	kidney	Mono/Macro	0.378518276
KIRC_GSE139555@RB2|1|0|11	kidney	Mono/Macro	0.334683602
KIRC_GSE139555@RB2|1|0|12	kidney	Mono/Macro	0.363227212
KIRC_GSE139555@RB2|1|0|13	kidney	Mono/Macro	0.365526311
KIRC_GSE139555@RB2|1|0|14	kidney	Mono/Macro	0.355232817
KIRC_GSE139555@RB2|1|0|15	kidney	Mono/Macro	0.335733112
KIRC_GSE139555@RB2|1|0|16	kidney	Mono/Macro	0.476816558
KIRC_GSE139555@RB2|1|0|17	kidney	Mono/Macro	0.508824088
KIRC_GSE139555@RB2|1|0|18	kidney	Mono/Macro	0.338531247
KIRC_GSE139555@RB2|1|0|19	kidney	Mono/Macro	0.330303453
KIRC_GSE139555@RB2|1|0|2	kidney	Mono/Macro	0.346301307
KIRC_GSE139555@RB2|1|0|20	kidney	Mono/Macro	0.359270931
KIRC_GSE139555@RB2|1|0|21	kidney	Mono/Macro	0.388166027
KIRC_GSE139555@RB2|1|0|22	kidney	Mono/Macro	0.177830787
KIRC_GSE139555@RB2|1|0|23	kidney	Mono/Macro	0.192714331
KIRC_GSE139555@RB2|1|0|24	kidney	Mono/Macro	0.325712555
KIRC_GSE139555@RB2|1|0|25	kidney	Mono/Macro	0.371153202
KIRC_GSE139555@RB2|1|0|26	kidney	Mono/Macro	0.32163889
KIRC_GSE139555@RB2|1|0|27	kidney	Mono/Macro	0.350993851
KIRC_GSE139555@RB2|1|0|28	kidney	Mono/Macro	0.351465785
KIRC_GSE139555@RB2|1|0|29	kidney	Mono/Macro	0.182350974
KIRC_GSE139555@RB2|1|0|3	kidney	Mono/Macro	0.365110416
KIRC_GSE139555@RB2|1|0|30	kidney	Mono/Macro	0.396026834
KIRC_GSE139555@RB2|1|0|31	kidney	Mono/Macro	0.189627373
KIRC_GSE139555@RB2|1|0|32	kidney	Mono/Macro	0.546249916
KIRC_GSE139555@RB2|1|0|33	kidney	Mono/Macro	0.356304818
KIRC_GSE139555@RB2|1|0|34	kidney	Mono/Macro	0.367330667
KIRC_GSE139555@RB2|1|0|35	kidney	Mono/Macro	0.357087847
KIRC_GSE139555@RB2|1|0|36	kidney	Mono/Macro	0.336341936
KIRC_GSE139555@RB2|1|0|37	kidney	Mono/Macro	0.187312156
KIRC_GSE139555@RB2|1|0|38	kidney	Mono/Macro	0.535084118
KIRC_GSE139555@RB2|1|0|39	kidney	Mono/Macro	0.337123656
KIRC_GSE139555@RB2|1|0|4	kidney	Mono/Macro	0.383057657
KIRC_GSE139555@RB2|1|0|40	kidney	Mono/Macro	0.542208431
KIRC_GSE139555@RB2|1|0|41	kidney	Mono/Macro	0.356031733
KIRC_GSE139555@RB2|1|0|42	kidney	Mono/Macro	0.393457021
KIRC_GSE139555@RB2|1|0|43	kidney	Mono/Macro	0.545202861
KIRC_GSE139555@RB2|1|0|44	kidney	Mono/Macro	0.405545668
KIRC_GSE139555@RB2|1|0|45	kidney	Mono/Macro	0.563677321
KIRC_GSE139555@RB2|1|0|46	kidney	Mono/Macro	0.565992693
KIRC_GSE139555@RB2|1|0|47	kidney	Mono/Macro	0.208479862
KIRC_GSE139555@RB2|1|0|48	kidney	Mono/Macro	0.340198713
KIRC_GSE139555@RB2|1|0|5	kidney	Mono/Macro	0.514098521
KIRC_GSE139555@RB2|1|0|6	kidney	Mono/Macro	0.338061306
KIRC_GSE139555@RB2|1|0|7	kidney	Mono/Macro	0.176287308
KIRC_GSE139555@RB2|1|0|8	kidney	Mono/Macro	0.372662974
KIRC_GSE139555@RB2|1|0|9	kidney	Mono/Macro	0.523344498
KIRC_GSE139555@RB2|1|1|1	kidney	Mono/Macro	0.311811807
KIRC_GSE139555@RB2|1|1|10	kidney	Mono/Macro	0.336244435
KIRC_GSE139555@RB2|1|1|11	kidney	Mono/Macro	0.661917185
KIRC_GSE139555@RB2|1|1|12	kidney	Mono/Macro	0.310241305
KIRC_GSE139555@RB2|1|1|13	kidney	Mono/Macro	0.492981414
KIRC_GSE139555@RB2|1|1|14	kidney	Mono/Macro	0.304335329
KIRC_GSE139555@RB2|1|1|15	kidney	Mono/Macro	0.292803155
KIRC_GSE139555@RB2|1|1|16	kidney	Mono/Macro	0.678917871
KIRC_GSE139555@RB2|1|1|17	kidney	Mono/Macro	0.312784849
KIRC_GSE139555@RB2|1|1|18	kidney	Mono/Macro	0.344250284
KIRC_GSE139555@RB2|1|1|19	kidney	Mono/Macro	0.491735272
KIRC_GSE139555@RB2|1|1|2	kidney	Mono/Macro	0.331076496
KIRC_GSE139555@RB2|1|1|20	kidney	Mono/Macro	0.300462814
KIRC_GSE139555@RB2|1|1|21	kidney	Mono/Macro	0.458302337
KIRC_GSE139555@RB2|1|1|22	kidney	Mono/Macro	0.332426352
KIRC_GSE139555@RB2|1|1|23	kidney	Mono/Macro	0.323374157
KIRC_GSE139555@RB2|1|1|24	kidney	Mono/Macro	0.347068133
KIRC_GSE139555@RB2|1|1|25	kidney	Mono/Macro	0.156993825
KIRC_GSE139555@RB2|1|1|26	kidney	Mono/Macro	0.641257112
KIRC_GSE139555@RB2|1|1|27	kidney	Mono/Macro	0.150930159
KIRC_GSE139555@RB2|1|1|28	kidney	Mono/Macro	0.14585873
KIRC_GSE139555@RB2|1|1|29	kidney	Mono/Macro	0.496869132
KIRC_GSE139555@RB2|1|1|3	kidney	Mono/Macro	0.333732981
KIRC_GSE139555@RB2|1|1|30	kidney	Mono/Macro	0.282001492
KIRC_GSE139555@RB2|1|1|31	kidney	Mono/Macro	0.700800182
KIRC_GSE139555@RB2|1|1|32	kidney	Mono/Macro	0.458620126
KIRC_GSE139555@RB2|1|1|33	kidney	Mono/Macro	0.328177718
KIRC_GSE139555@RB2|1|1|34	kidney	Mono/Macro	0.319366824
KIRC_GSE139555@RB2|1|1|35	kidney	Mono/Macro	0.491396166
KIRC_GSE139555@RB2|1|1|36	kidney	Mono/Macro	0.526132879
KIRC_GSE139555@RB2|1|1|37	kidney	Mono/Macro	0.341959327
KIRC_GSE139555@RB2|1|1|38	kidney	Mono/Macro	0.29980877
KIRC_GSE139555@RB2|1|1|39	kidney	Mono/Macro	0.343657188
KIRC_GSE139555@RB2|1|1|4	kidney	Mono/Macro	0.509809204
KIRC_GSE139555@RB2|1|1|40	kidney	Mono/Macro	0.522260523
KIRC_GSE139555@RB2|1|1|41	kidney	Mono/Macro	0.623955008
KIRC_GSE139555@RB2|1|1|42	kidney	Mono/Macro	0.31199115
KIRC_GSE139555@RB2|1|1|43	kidney	Mono/Macro	0.363131477
KIRC_GSE139555@RB2|1|1|44	kidney	Mono/Macro	0.309685605
KIRC_GSE139555@RB2|1|1|45	kidney	Mono/Macro	0.64147976
KIRC_GSE139555@RB2|1|1|46	kidney	Mono/Macro	0.451488277
KIRC_GSE139555@RB2|1|1|5	kidney	Mono/Macro	0.29635092
KIRC_GSE139555@RB2|1|1|6	kidney	Mono/Macro	0.531847915
KIRC_GSE139555@RB2|1|1|7	kidney	Mono/Macro	0.294511776
KIRC_GSE139555@RB2|1|1|8	kidney	Mono/Macro	0.345075767
KIRC_GSE139555@RB2|1|1|9	kidney	Mono/Macro	0.330746599
KIRC_GSE139555@RB2|10|0|1	kidney	Mono/Macro	0.293430096
KIRC_GSE139555@RB2|10|0|10	kidney	Mono/Macro	0.631457587
KIRC_GSE139555@RB2|10|0|11	kidney	Mono/Macro	0.599161523
KIRC_GSE139555@RB2|10|0|12	kidney	Mono/Macro	0.314086718
KIRC_GSE139555@RB2|10|0|2	kidney	Mono/Macro	0.478530172
KIRC_GSE139555@RB2|10|0|3	kidney	Mono/Macro	0.300064967
KIRC_GSE139555@RB2|10|0|4	kidney	Mono/Macro	0.142110282
KIRC_GSE139555@RB2|10|0|5	kidney	Mono/Macro	0.311132198
KIRC_GSE139555@RB2|10|0|6	kidney	Mono/Macro	0.129762453
KIRC_GSE139555@RB2|10|0|7	kidney	Mono/Macro	0.606593792
KIRC_GSE139555@RB2|10|0|8	kidney	Mono/Macro	0.590680834
KIRC_GSE139555@RB2|10|0|9	kidney	Mono/Macro	0.314119344
KIRC_GSE139555@RB2|13|0|1	kidney	Mono/Macro	0.47026706
KIRC_GSE139555@RB2|13|0|10	kidney	Mono/Macro	0.340480634
KIRC_GSE139555@RB2|13|0|2	kidney	Mono/Macro	0.435949227
KIRC_GSE139555@RB2|13|0|3	kidney	Mono/Macro	0.313935162
KIRC_GSE139555@RB2|13|0|4	kidney	Mono/Macro	0.165593206
KIRC_GSE139555@RB2|13|0|5	kidney	Mono/Macro	0.292749873
KIRC_GSE139555@RB2|13|0|6	kidney	Mono/Macro	0.470645579
KIRC_GSE139555@RB2|13|0|7	kidney	Mono/Macro	0.312699249
KIRC_GSE139555@RB2|13|0|8	kidney	Mono/Macro	0.340121939
KIRC_GSE139555@RB2|13|1	kidney	Mono/Macro	0.458621262
KIRC_GSE139555@RB2|13|1|2	kidney	Mono/Macro	0.284447456
KIRC_GSE139555@RB2|13|1|3	kidney	Mono/Macro	0.504694393
KIRC_GSE139555@RB2|13|1|4	kidney	Mono/Macro	0.117745369
