SampleID	EXTENDScores	Samples	Tissues	SenescenceGenes	ClusterNo	ClusterMean	EXTENDclass
MDAMB468_BREAST	0.393350439	MDAMB468	Breast	1.05220565123014	1	0.399361136386076	Low
MDAPCA2B_PROSTATE	0.549900853	MDAPCA2B	Prostate	0.769813350171624	2	0.650899640438531	High
MDST8_LARGE_INTESTINE	0.597720791	MDST8	LargeIntestine	1.36482975558581	2	0.650899640438531	High
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.784642876	ME1	Haematpoetic&Lymphoid	0.927699413143539	2	0.650899640438531	High
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.699796867	MEC1	Haematpoetic&Lymphoid	0.857469741809169	2	0.650899640438531	High
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.71717786	MEG01	Haematpoetic&Lymphoid	0.972519557822893	2	0.650899640438531	High
MELHO_SKIN	0.66365775	MELHO	Skin	0.888130274745435	2	0.650899640438531	High
MELJUSO_SKIN	0.573451339	MELJUSO	Skin	0.984609939964797	2	0.650899640438531	High
MESSA_SOFT_TISSUE	0.542077047	MESSA	SoftTissue	0.813323922474723	2	0.650899640438531	High
MEWO_SKIN	0.600193612	MEWO	Skin	0.888162432375489	2	0.650899640438531	High
MFE280_ENDOMETRIUM	0.489806629	MFE280	Endometrium	0.88795944302989	1	0.399361136386076	Low
MFE296_ENDOMETRIUM	0.540961871	MFE296	Endometrium	0.798288199731464	2	0.650899640438531	High
MFE319_ENDOMETRIUM	0.573388022	MFE319	Endometrium	0.955193666088613	2	0.650899640438531	High
MG63_BONE	0.649366454	MG63	Bone	1.19505650117175	2	0.650899640438531	High
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.678355687	MHHCALL2	Haematpoetic&Lymphoid	0.750264115801763	2	0.650899640438531	High
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.613129231	MHHCALL3	Haematpoetic&Lymphoid	0.66901467854414	2	0.650899640438531	High
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.678993212	MHHCALL4	Haematpoetic&Lymphoid	0.771446546042537	2	0.650899640438531	High
MHHES1_BONE	0.647418614	MHHES1	Bone	0.895676604244443	2	0.650899640438531	High
MHHNB11_AUTONOMIC_GANGLIA	0.592309898	MHHNB11	A_Ganglia	0.775462677914828	2	0.650899640438531	High
MIAPACA2_PANCREAS	0.67237632	MIAPACA2	Pancreas	0.944692512203358	2	0.650899640438531	High
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.877261815	MINO	Haematpoetic&Lymphoid	0.784252285456368	2	0.650899640438531	High
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.69523256	MJ	Haematpoetic&Lymphoid	1.0590691927116	2	0.650899640438531	High
MKN1_STOMACH	0.345361382	MKN1	Stomach	1.19375770088019	1	0.399361136386076	Low
MKN45_STOMACH	0.673649967	MKN45	Stomach	0.932182800047533	2	0.650899640438531	High
MKN7_STOMACH	0.462949485	MKN7	Stomach	1.18776923393316	1	0.399361136386076	Low
MKN74_STOMACH	0.391956055	MKN74	Stomach	0.981872251538228	1	0.399361136386076	Low
ML1_THYROID	0.420055438	ML1	Thyroid	1.26629235046406	1	0.399361136386076	Low
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.743111137	MM1S	Haematpoetic&Lymphoid	0.923965911107094	2	0.650899640438531	High
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.704215605	MOLM13	Haematpoetic&Lymphoid	0.955940641040253	2	0.650899640438531	High
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.731929931	MOLM16	Haematpoetic&Lymphoid	0.721597458164389	2	0.650899640438531	High
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.768666593	MOLM6	Haematpoetic&Lymphoid	0.93227662700674	2	0.650899640438531	High
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.475224811	MOLP2	Haematpoetic&Lymphoid	0.83436753214597	1	0.399361136386076	Low
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.615016199	MOLP8	Haematpoetic&Lymphoid	0.835965279881973	2	0.650899640438531	High
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.66423516	MOLT13	Haematpoetic&Lymphoid	0.736755595253488	2	0.650899640438531	High
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.663279318	MOLT16	Haematpoetic&Lymphoid	0.740049619159714	2	0.650899640438531	High
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.710552808	MOLT3	Haematpoetic&Lymphoid	0.637531345088996	2	0.650899640438531	High
MON_SOFT_TISSUE	0.632826012	MON	SoftTissue	0.807067536767563	2	0.650899640438531	High
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.575938981	MONOMAC1	Haematpoetic&Lymphoid	1.03855714142268	2	0.650899640438531	High
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.628888382	MONOMAC6	Haematpoetic&Lymphoid	1.02456941247796	2	0.650899640438531	High
MORCPR_LUNG	0.516605515	MORCPR	Lung	0.910258816195197	1	0.399361136386076	Low
MPP89_PLEURA	0.520275079	MPP89	Pleura	1.17671332416399	1	0.399361136386076	Low
MSTO211H_PLEURA	0.599383462	MSTO211H	Pleura	1.19360243810599	2	0.650899640438531	High
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.495891452	MUTZ3	Haematpoetic&Lymphoid	0.962402350915296	1	0.399361136386076	Low
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.753709049	MUTZ5	Haematpoetic&Lymphoid	0.753562103170767	2	0.650899640438531	High
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.661691331	MV411	Haematpoetic&Lymphoid	0.850034579208584	2	0.650899640438531	High
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.590804185	NALM1	Haematpoetic&Lymphoid	0.713087368071122	2	0.650899640438531	High
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.530014688	NALM19	Haematpoetic&Lymphoid	0.748927096284633	2	0.650899640438531	High
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.690696236	NALM6	Haematpoetic&Lymphoid	0.737442292470796	2	0.650899640438531	High
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.715567964	NAMALWA	Haematpoetic&Lymphoid	0.736384744046337	2	0.650899640438531	High
NB1_AUTONOMIC_GANGLIA	0.677423282	NB1	A_Ganglia	0.754473619701166	2	0.650899640438531	High
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.79971249	NB4	Haematpoetic&Lymphoid	1.06972086728517	2	0.650899640438531	High
NCCSTCK140_STOMACH	0.133525392	NCCSTCK140	Stomach	1.1159518931497	1	0.399361136386076	Low
NCIH1048_LUNG	0.569061988	NCIH1048	Lung	0.840125709312899	2	0.650899640438531	High
NCIH1092_LUNG	0.643824587	NCIH1092	Lung	0.495834401225582	2	0.650899640438531	High
NCIH1105_LUNG	0.558476635	NCIH1105	Lung	0.593178940085896	2	0.650899640438531	High
NCIH1155_LUNG	0.536835676	NCIH1155	Lung	0.699887505292328	2	0.650899640438531	High
NCIH1184_LUNG	0.718273675	NCIH1184	Lung	0.651472233593684	2	0.650899640438531	High
NCIH1299_LUNG	0.762646959	NCIH1299	Lung	1.00778124478836	2	0.650899640438531	High
NCIH1339_LUNG	0.516096388	NCIH1339	Lung	1.22920418352304	1	0.399361136386076	Low
NCIH1341_LUNG	0.551275013	NCIH1341	Lung	1.08050512992168	2	0.650899640438531	High
NCIH1355_LUNG	0.557746491	NCIH1355	Lung	1.13670970315158	2	0.650899640438531	High
NCIH1373_LUNG	0.56586697	NCIH1373	Lung	1.12518812390701	2	0.650899640438531	High
NCIH1385_LUNG	0.486479807	NCIH1385	Lung	0.792695013575302	1	0.399361136386076	Low
NCIH1395_LUNG	0.389575017	NCIH1395	Lung	0.971403210889038	1	0.399361136386076	Low
NCIH1435_LUNG	0.660807803	NCIH1435	Lung	0.935382047633486	2	0.650899640438531	High
NCIH1436_LUNG	0.598705897	NCIH1436	Lung	0.566169978013282	2	0.650899640438531	High
NCIH1437_LUNG	0.604496295	NCIH1437	Lung	0.987364268013656	2	0.650899640438531	High
NCIH146_LUNG	0.659308918	NCIH146	Lung	0.59040397060908	2	0.650899640438531	High
NCIH1563_LUNG	0.2754924	NCIH1563	Lung	1.11754872429837	1	0.399361136386076	Low
NCIH1568_LUNG	0.602842844	NCIH1568	Lung	0.96786656306067	2	0.650899640438531	High
NCIH1573_LUNG	0.378846599	NCIH1573	Lung	0.899769378886659	1	0.399361136386076	Low
NCIH1581_LUNG	0.897267893	NCIH1581	Lung	0.71121792540919	2	0.650899640438531	High
NCIH1618_LUNG	0.658061353	NCIH1618	Lung	0.761966050916417	2	0.650899640438531	High
NCIH1623_LUNG	0.371550068	NCIH1623	Lung	0.972440237932922	1	0.399361136386076	Low
NCIH1648_LUNG	0.404661957	NCIH1648	Lung	1.35923269128777	1	0.399361136386076	Low
NCIH1650_LUNG	0.491297434	NCIH1650	Lung	1.11201921573397	1	0.399361136386076	Low
NCIH1651_LUNG	0.515477461	NCIH1651	Lung	1.11680640691658	1	0.399361136386076	Low
NCIH1666_LUNG	0.409820353	NCIH1666	Lung	1.18977318118878	1	0.399361136386076	Low
NCIH1693_LUNG	0.717178302	NCIH1693	Lung	0.945430997661134	2	0.650899640438531	High
NCIH1694_LUNG	0.642188644	NCIH1694	Lung	0.584571719716272	2	0.650899640438531	High
NCIH1703_LUNG	0.695741551	NCIH1703	Lung	0.897346039534046	2	0.650899640438531	High
NCIH1734_LUNG	0.478812883	NCIH1734	Lung	1.23135757609708	1	0.399361136386076	Low
NCIH1755_LUNG	0.449842499	NCIH1755	Lung	1.12188215529034	1	0.399361136386076	Low
NCIH1781_LUNG	0.66480132	NCIH1781	Lung	0.96804433844259	2	0.650899640438531	High
NCIH1792_LUNG	0.633372048	NCIH1792	Lung	1.25914333213745	2	0.650899640438531	High
NCIH1793_LUNG	0.533805391	NCIH1793	Lung	1.14198545540111	2	0.650899640438531	High
NCIH1819_LUNG	0.572116006	NCIH1819	Lung	0.840956400710501	2	0.650899640438531	High
NCIH1836_LUNG	0.664296657	NCIH1836	Lung	0.628720147924153	2	0.650899640438531	High
NCIH1838_LUNG	0.54679131	NCIH1838	Lung	1.13341280111424	2	0.650899640438531	High
NCIH1869_LUNG	0.608738908	NCIH1869	Lung	1.16076728737164	2	0.650899640438531	High
NCIH1876_LUNG	0.397189175	NCIH1876	Lung	0.708463792912011	1	0.399361136386076	Low
NCIH1915_LUNG	0.538003887	NCIH1915	Lung	1.13207093835397	2	0.650899640438531	High
NCIH1930_LUNG	0.827992208	NCIH1930	Lung	0.622658790813111	2	0.650899640438531	High
NCIH1944_LUNG	0.729079154	NCIH1944	Lung	1.1109258385054	2	0.650899640438531	High
NCIH196_LUNG	0.586810232	NCIH196	Lung	1.09253738904217	2	0.650899640438531	High
NCIH1963_LUNG	0.668433244	NCIH1963	Lung	0.591700970713552	2	0.650899640438531	High
NCIH1975_LUNG	0.502151684	NCIH1975	Lung	1.11530951363348	1	0.399361136386076	Low
NCIH2004RT_SOFT_TISSUE	0.583273912	NCIH2004RT	SoftTissue	1.04818745138693	2	0.650899640438531	High
NCIH2009_LUNG	0.622181484	NCIH2009	Lung	1.10334315545973	2	0.650899640438531	High
NCIH2023_LUNG	0.577660622	NCIH2023	Lung	1.20281126798025	2	0.650899640438531	High
NCIH2029_LUNG	0.433337477	NCIH2029	Lung	0.659231106076505	1	0.399361136386076	Low
NCIH2030_LUNG	0.600601167	NCIH2030	Lung	1.14112343728882	2	0.650899640438531	High
NCIH2052_PLEURA	0.40187031	NCIH2052	Pleura	1.25090519393502	1	0.399361136386076	Low
NCIH2066_LUNG	0.575005443	NCIH2066	Lung	0.854527991606173	2	0.650899640438531	High
NCIH2073_LUNG	0.571007203	NCIH2073	Lung	1.19373284291054	2	0.650899640438531	High
NCIH2077_LUNG	0.897630088	NCIH2077	Lung	0.766052646570995	2	0.650899640438531	High
NCIH2081_LUNG	0.520488896	NCIH2081	Lung	0.599149136678472	1	0.399361136386076	Low
NCIH2085_LUNG	0.600161092	NCIH2085	Lung	1.09123134690417	2	0.650899640438531	High
NCIH2087_LUNG	0.606347202	NCIH2087	Lung	1.04586877240438	2	0.650899640438531	High
NCIH209_LUNG	0.771341359	NCIH209	Lung	0.519767087804228	2	0.650899640438531	High
NCIH2106_LUNG	0.820646793	NCIH2106	Lung	0.619213120653276	2	0.650899640438531	High
NCIH211_LUNG	0.619219171	NCIH211	Lung	0.643243470642803	2	0.650899640438531	High
NCIH2110_LUNG	0.403860306	NCIH2110	Lung	1.04356421165584	1	0.399361136386076	Low
NCIH2122_LUNG	0.543922561	NCIH2122	Lung	1.11088257027047	2	0.650899640438531	High
NCIH2126_LUNG	0.311936861	NCIH2126	Lung	0.951401752481689	1	0.399361136386076	Low
NCIH2170_LUNG	0.750326609	NCIH2170	Lung	0.918501976768063	2	0.650899640438531	High
NCIH2171_LUNG	0.616153746	NCIH2171	Lung	0.552436380070123	2	0.650899640438531	High
NCIH2172_LUNG	0.499249636	NCIH2172	Lung	1.07907245429766	1	0.399361136386076	Low
NCIH2196_LUNG	0.520774065	NCIH2196	Lung	0.728140312809925	1	0.399361136386076	Low
NCIH2227_LUNG	0.497088817	NCIH2227	Lung	0.543943651434704	1	0.399361136386076	Low
NCIH2228_LUNG	0.286997022	NCIH2228	Lung	1.33023837511739	1	0.399361136386076	Low
NCIH226_LUNG	0.496098748	NCIH226	Lung	1.19321039087515	1	0.399361136386076	Low
NCIH2286_LUNG	0.769948365	NCIH2286	Lung	1.14920181149123	2	0.650899640438531	High
NCIH2291_LUNG	0.548488035	NCIH2291	Lung	1.21977392276693	2	0.650899640438531	High
NCIH23_LUNG	0.6783589	NCIH23	Lung	1.16278411736475	2	0.650899640438531	High
NCIH2342_LUNG	0.603939395	NCIH2342	Lung	0.830526803824675	2	0.650899640438531	High
NCIH2347_LUNG	0.595102126	NCIH2347	Lung	1.12200353356637	2	0.650899640438531	High
NCIH2405_LUNG	0.455075077	NCIH2405	Lung	1.32029851992138	1	0.399361136386076	Low
NCIH2444_LUNG	0.364457189	NCIH2444	Lung	1.30840396346807	1	0.399361136386076	Low
NCIH2452_PLEURA	0.376219828	NCIH2452	Pleura	1.20192992672105	1	0.399361136386076	Low
NCIH28_PLEURA	0.571189963	NCIH28	Pleura	0.887210162282507	2	0.650899640438531	High
NCIH2882_LUNG	0.655657628	NCIH2882	Lung	1.06277424807811	2	0.650899640438531	High
NCIH2887_LUNG	0.546948485	NCIH2887	Lung	1.18895759724545	2	0.650899640438531	High
NCIH292_LUNG	0.564982789	NCIH292	Lung	1.22276498354601	2	0.650899640438531	High
NCIH3122_LUNG	0.671418886	NCIH3122	Lung	1.0047632078421	2	0.650899640438531	High
NCIH322_LUNG	0.590719677	NCIH322	Lung	1.04882840792086	2	0.650899640438531	High
NCIH3255_LUNG	0.507361166	NCIH3255	Lung	1.08338386272054	1	0.399361136386076	Low
NCIH358_LUNG	0.616345435	NCIH358	Lung	1.01188467599406	2	0.650899640438531	High
NCIH441_LUNG	0.596348964	NCIH441	Lung	1.03324566477737	2	0.650899640438531	High
NCIH446_LUNG	0.551995365	NCIH446	Lung	0.686433259690266	2	0.650899640438531	High
NCIH460_LUNG	0.607025994	NCIH460	Lung	1.03929751566554	2	0.650899640438531	High
NCIH508_LARGE_INTESTINE	0.395161931	NCIH508	LargeIntestine	0.900652482036725	1	0.399361136386076	Low
NCIH510_LUNG	0.604029299	NCIH510	Lung	0.670316981312995	2	0.650899640438531	High
NCIH520_LUNG	0.488386032	NCIH520	Lung	0.766780411453677	1	0.399361136386076	Low
NCIH522_LUNG	0.643005615	NCIH522	Lung	0.752111549185516	2	0.650899640438531	High
NCIH524_LUNG	0.55131025	NCIH524	Lung	0.638921664300369	2	0.650899640438531	High
NCIH526_LUNG	0.612445137	NCIH526	Lung	0.632195324636189	2	0.650899640438531	High
NCIH596_LUNG	0.38896699	NCIH596	Lung	1.28576893017199	1	0.399361136386076	Low
NCIH647_LUNG	0.398769477	NCIH647	Lung	1.29954652007707	1	0.399361136386076	Low
NCIH650_LUNG	0.483348446	NCIH650	Lung	1.1862336657232	1	0.399361136386076	Low
NCIH660_PROSTATE	0.435976759	NCIH660	Prostate	0.779966569603298	1	0.399361136386076	Low
NCIH661_LUNG	0.737837539	NCIH661	Lung	1.01377004882936	2	0.650899640438531	High
NCIH684_LIVER	0.407755289	NCIH684	Liver	1.04988951642624	1	0.399361136386076	Low
NCIH69_LUNG	0.84983818	NCIH69	Lung	0.746448427301276	2	0.650899640438531	High
NCIH716_LARGE_INTESTINE	0.471153179	NCIH716	LargeIntestine	0.855237843551528	1	0.399361136386076	Low
NCIH727_LUNG	0.495781986	NCIH727	Lung	1.04790206421233	1	0.399361136386076	Low
NCIH747_LARGE_INTESTINE	0.648968682	NCIH747	LargeIntestine	1.09664673143844	2	0.650899640438531	High
NCIH810_LUNG	0.552362188	NCIH810	Lung	0.60598321682004	2	0.650899640438531	High
NCIH82_LUNG	0.541814394	NCIH82	Lung	0.604998353914844	2	0.650899640438531	High
NCIH838_LUNG	0.741798077	NCIH838	Lung	1.04403447232797	2	0.650899640438531	High
NCIH841_LUNG	0.77822687	NCIH841	Lung	0.802020835351399	2	0.650899640438531	High
NCIH854_LUNG	0.307183972	NCIH854	Lung	0.93395586701094	1	0.399361136386076	Low
NCIH889_LUNG	0.695436869	NCIH889	Lung	0.658981247032144	2	0.650899640438531	High
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.542985826	NCIH929	Haematpoetic&Lymphoid	0.891014767064316	2	0.650899640438531	High
NCIN87_STOMACH	0.447638118	NCIN87	Stomach	0.942603162011741	1	0.399361136386076	Low
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.807968054	NCO2	Haematpoetic&Lymphoid	0.943402248112244	2	0.650899640438531	High
NH6_AUTONOMIC_GANGLIA	0.613690083	NH6	A_Ganglia	0.8836962315369	2	0.650899640438531	High
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	0.562047584	NHAHTDD	CNS	1.22440763910921	2	0.650899640438531	High
NIHOVCAR3_OVARY	0.482979001	NIHOVCAR3	Ovary	0.969627419049081	1	0.399361136386076	Low
NMCG1_CENTRAL_NERVOUS_SYSTEM	0.428302584	NMCG1	CNS	1.27772452997778	1	0.399361136386076	Low
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.661204717	NOMO1	Haematpoetic&Lymphoid	0.879948223119459	2	0.650899640438531	High
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.575435501	NUDHL1	Haematpoetic&Lymphoid	0.89925928244258	2	0.650899640438531	High
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.890075153	NUDUL1	Haematpoetic&Lymphoid	0.667775596723095	2	0.650899640438531	High
NUGC2_STOMACH	0.083665655	NUGC2	Stomach	1.27940812462753	1	0.399361136386076	Low
NUGC3_STOMACH	0.565555623	NUGC3	Stomach	1.27553302664692	2	0.650899640438531	High
NUGC4_STOMACH	0.400198123	NUGC4	Stomach	0.93442996119121	1	0.399361136386076	Low
OAW28_OVARY	0.426627332	OAW28	Ovary	0.938408454514723	1	0.399361136386076	Low
OAW42_OVARY	0.567578664	OAW42	Ovary	1.09034883406067	2	0.650899640438531	High
OC314_OVARY	0.508145964	OC314	Ovary	0.914717935279169	1	0.399361136386076	Low
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.76403241	OCIAML2	Haematpoetic&Lymphoid	1.00304851325446	2	0.650899640438531	High
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.611480496	OCIAML3	Haematpoetic&Lymphoid	1.17906000744588	2	0.650899640438531	High
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.735266281	OCIAML5	Haematpoetic&Lymphoid	1.04650330135797	2	0.650899640438531	High
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.879943711	OCILY19	Haematpoetic&Lymphoid	0.762767427194545	2	0.650899640438531	High
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.672601879	OCILY3	Haematpoetic&Lymphoid	0.778921719209696	2	0.650899640438531	High
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.63844611	OCIM1	Haematpoetic&Lymphoid	0.875329412071255	2	0.650899640438531	High
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.578217588	OCIMY5	Haematpoetic&Lymphoid	0.896954932480893	2	0.650899640438531	High
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.54557867	OCIMY7	Haematpoetic&Lymphoid	0.950628209652754	2	0.650899640438531	High
OCUM1_STOMACH	0.580944698	OCUM1	Stomach	1.03335321883634	2	0.650899640438531	High
OE19_OESOPHAGUS	0.505883219	OE19	Oesophagus	0.900956638818606	1	0.399361136386076	Low
OE21_OESOPHAGUS	0.489027673	OE21	Oesophagus	1.19596441013086	1	0.399361136386076	Low
OE33_OESOPHAGUS	0.509481134	OE33	Oesophagus	1.12072748482643	1	0.399361136386076	Low
OELE_OVARY	0.480963378	OELE	Ovary	1.25445645901726	1	0.399361136386076	Low
ONCODG1_OVARY	0.448066918	ONCODG1	Ovary	0.953413970217658	1	0.399361136386076	Low
ONS76_CENTRAL_NERVOUS_SYSTEM	0.543015829	ONS76	CNS	1.24079509839985	2	0.650899640438531	High
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.582990775	OPM1	Haematpoetic&Lymphoid	0.870552638550561	2	0.650899640438531	High
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.495453233	OPM2	Haematpoetic&Lymphoid	0.834153968110875	1	0.399361136386076	Low
OSRC2_KIDNEY	0.577509275	OSRC2	Kidney	1.26506900416048	2	0.650899640438531	High
OUMS23_LARGE_INTESTINE	0.319108025	OUMS23	LargeIntestine	1.01378740121728	1	0.399361136386076	Low
OV56_OVARY	0.290024397	OV56	Ovary	1.25368959047536	1	0.399361136386076	Low
OV7_OVARY	0.358745493	OV7	Ovary	1.3117943304477	1	0.399361136386076	Low
OV90_OVARY	0.546844394	OV90	Ovary	1.12460981851277	2	0.650899640438531	High
OVCAR4_OVARY	0.24029433	OVCAR4	Ovary	1.14226846903252	1	0.399361136386076	Low
OVCAR8_OVARY	0.632594862	OVCAR8	Ovary	1.01903503347849	2	0.650899640438531	High
OVISE_OVARY	0.352329062	OVISE	Ovary	0.996854714552561	1	0.399361136386076	Low
OVK18_OVARY	0.543931	OVK18	Ovary	0.786540553210742	2	0.650899640438531	High
OVKATE_OVARY	0.450897722	OVKATE	Ovary	0.953938616561207	1	0.399361136386076	Low
OVMANA_OVARY	0.340097499	OVMANA	Ovary	1.03668922916145	1	0.399361136386076	Low
OVSAHO_OVARY	0.567411864	OVSAHO	Ovary	1.07679993603097	2	0.650899640438531	High
OVTOKO_OVARY	0.580103318	OVTOKO	Ovary	1.09774125412564	2	0.650899640438531	High
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.898818712	P12ICHIKAWA	Haematpoetic&Lymphoid	0.684578587423946	2	0.650899640438531	High
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.501071952	P31FUJ	Haematpoetic&Lymphoid	1.01028828735848	1	0.399361136386076	Low
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.83658862	P3HR1	Haematpoetic&Lymphoid	0.676027242055889	2	0.650899640438531	High
PANC0203_PANCREAS	0.416852444	PANC0203	Pancreas	1.14337350325672	1	0.399361136386076	Low
PANC0213_PANCREAS	0.299193018	PANC0213	Pancreas	1.49217824052628	1	0.399361136386076	Low
PANC0327_PANCREAS	0.420981122	PANC0327	Pancreas	1.31154608046213	1	0.399361136386076	Low
PANC0403_PANCREAS	0.473103798	PANC0403	Pancreas	1.19352904162986	1	0.399361136386076	Low
PANC0504_PANCREAS	0.43693238	PANC0504	Pancreas	1.14633643200126	1	0.399361136386076	Low
PANC0813_PANCREAS	0.32375278	PANC0813	Pancreas	1.21738377596065	1	0.399361136386076	Low
PANC1_PANCREAS	0.691194609	PANC1	Pancreas	1.10495041313829	2	0.650899640438531	High
PANC1005_PANCREAS	0.601767744	PANC1005	Pancreas	1.04696601887904	2	0.650899640438531	High
PATU8902_PANCREAS	0.520242142	PATU8902	Pancreas	1.031739353603	1	0.399361136386076	Low
PATU8988S_PANCREAS	0.553405298	PATU8988S	Pancreas	0.890420325204776	2	0.650899640438531	High
PATU8988T_PANCREAS	0.569779965	PATU8988T	Pancreas	0.91883510978799	2	0.650899640438531	High
PC14_LUNG	0.378542929	PC14	Lung	1.08121095216532	1	0.399361136386076	Low
PC3_PROSTATE	0.465986017	PC3	Prostate	1.21644916222023	1	0.399361136386076	Low
PC9_LUNG	0.552243238	PC9	Lung	1.09652446983693	2	0.650899640438531	High
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	0.50259711	PECAPJ15	UpperAeroDigestiveTract	1.21415265210776	1	0.399361136386076	Low
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	0.342337248	PECAPJ34CLONEC12	UpperAeroDigestiveTract	1.29949813531363	1	0.399361136386076	Low
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	0.278197656	PECAPJ41CLONED2	UpperAeroDigestiveTract	1.38307017470055	1	0.399361136386076	Low
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	0.306182058	PECAPJ49	UpperAeroDigestiveTract	1.39084499484672	1	0.399361136386076	Low
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.701721798	PEER	Haematpoetic&Lymphoid	0.726475363501367	2	0.650899640438531	High
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.670848686	PF382	Haematpoetic&Lymphoid	0.701151132235411	2	0.650899640438531	High
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.738786355	PFEIFFER	Haematpoetic&Lymphoid	0.677136003474038	2	0.650899640438531	High
PK1_PANCREAS	0.609804433	PK1	Pancreas	1.09859764898864	2	0.650899640438531	High
PK45H_PANCREAS	0.4325016	PK45H	Pancreas	1.13371651932701	1	0.399361136386076	Low
PK59_PANCREAS	0.439729051	PK59	Pancreas	1.23692647321882	1	0.399361136386076	Low
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.636232984	PL21	Haematpoetic&Lymphoid	0.953968736179769	2	0.650899640438531	High
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.566385452	PLB985	Haematpoetic&Lymphoid	1.00629448905867	2	0.650899640438531	High
PLCPRF5_LIVER	0.52168136	PLCPRF5	Liver	1.10897837696768	1	0.399361136386076	Low
PRECLH_PROSTATE	0.730854174	PRECLH	Prostate	1.23908563284137	2	0.650899640438531	High
PSN1_PANCREAS	0.503421248	PSN1	Pancreas	1.2217876180648	1	0.399361136386076	Low
QGP1_PANCREAS	0.411477304	QGP1	Pancreas	0.751542510015197	1	0.399361136386076	Low
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.747765152	RAJI	Haematpoetic&Lymphoid	0.743419764396152	2	0.650899640438531	High
